,Title,Site,Description,Address,PhoneNumber,ProfileUrl
189,"Mold Threads, Inc.",http://www.moldthreads.com,"
 We do custom mold making and injection molding, specializing in making mold prototypes and medium to short injection molding runs. We have 25 years of design and engineering experience, and would appreciate the chance to put our knowledge and expertise to work for you! Contact us for more information!","21 West End Avenue,Branford,CT,06405",203-483-1420,https://www.iqsdirectory.com/profile/mold-threads-62251/
190,"Moldpro, Inc.",http://www.moldproinc.com,"
 Moldpro specializes in thermoplastic injection molding services, with a variety of equipment sure to meet your specific needs. We produce disposable equipment for the medical industry. We are a ""can do"" mold maker, and will design and build your injection mold. For more information, see our website.","36 Denman Thompson Highway,West Swanzey,NH,03446",603-357-2523,https://www.iqsdirectory.com/profile/moldpro-68823/
191,"Montrose Molders, Inc.",https://www.montrosemolders.com/,"
 At Montrose Molders, we strive to work with our customers to offer the best solution at the best price. From engineering and mold making to injection molding and hot stamping, we meet all of our customer’s most challenging demands under one roof. With an excellent track record of on time deliveries and outstanding quality, Montrose is a name you can trust to satisfy your plastics processing needs.","230 Saint Nicholas Ave.,South Plainfield,NJ,07080",908-754-3030,https://www.iqsdirectory.com/profile/montrose-molders-73182/
192,MVA Stratford Inc.,http://www.mvastratford.ca,"
 MVA Stratford is a quality manufacturer of plastic parts. We do injection moulding with 30 presses ranging from 40 ton to 1000 ton capabilities. Precision molding, insert molding and decorative moulding options are available. Our ISO/TS 16949 Certificate testifies to our quality. We work in a 90,000 square foot facility, which is strategically located in Stratford, ON.","753 Ontario Street,Stratford,ON,N5A 6V1",519-275-2203,https://www.iqsdirectory.com/profile/mva-stratford-76203/
193,N-K Manufacturing Technologies LLC,http://www.nkmfgtech.com,"
 Since 1995, we have been meeting the injection molding needs of our customers. We specialize in insert and multi-shot molding, making molded plastic parts to fit almost any application. N-K Manufacturing also provides engineering and design, as well as finishing and assembly operations.","1134 Freeman SW,Grand Rapids,MI,49503",616-248-3200,https://www.iqsdirectory.com/profile/n-k-manufacturing-technologies-69997/
194,New Concept Manufacturing,http://www.newconcepttech.com/,"
 We are your complete single source supplier, able to offer any of your design, engineering, process development, fabrication and manufacturing needs. We posses a wide range of cost effective innovation and supply chain needs to drive your next generation product.","320 Busser Road,EMIGSVILLE,PA,17318",(717)741-0840,https://www.iqsdirectory.com/profile/new-concept-manufacturing-76528/
195,"Newport Plastics, Inc.",https://www.newportplastics.com/,"
 We are a leader in the custom injection molding field, with a full mold shop and capabilities for small and large runs. Our molded plastic parts are used in the medical, aerospace, consumer goods and telecommunications industries. We offer custom mold design, in-house tooling, design and prototyping and design assistance. We have 36 years in the business, so call Newport Plastics for your injection molding needs.","1525 E. Edinger Avenue,Santa Ana,CA,92705",800-854-8402,https://www.iqsdirectory.com/profile/newport-plastics-70419/
196,"NN, Inc.",https://www.nninc.com/,"
 Manufacturing injection molded plastics is NN Inc.’s business. We can even provide your molded plastic product in custom colors. Products produced by us have served the automotive, bearing, consumer goods, electronic, fiber optic, medical and recreational markets. Call us.","207 Mockingbird Lane,Johnson City,TN,37604",(423)434-8300,https://www.iqsdirectory.com/profile/nn-60156/
197,Nolato Contour,https://www.nolato.com/contour,"
 Nolato Contour, a division of Nolato Group, is a manufacturer of precision plastic injection molded parts and a liquid silicone injection molding specialist. We excel at molding your complex designs, and we are willing to utilize unique processes to meet your specifications. With insert over-molding, two and three shot molding, micro molding, and clean room molding capabilities, we can mold just about any product you could ever need.","660 VandeBerg Street,Baldwin,WI,54002",715-684-4614,https://www.iqsdirectory.com/profile/nolato-contour-76719/
198,"NUBS Plastics, Inc.",http://www.nubsplasticsinc.com/,"
 Recognized as a reliable, dependable manufacturer and subcontractor of precision custom injection molded plastic components. Efficient manufacturing & assembly processes mean molded plastic products delivered on time and on budget. Expert guidance from start to finish for customers’ new products.","991 Park Center Dr.,Vista,CA,92081",(760)598-2525,https://www.iqsdirectory.com/profile/nubs-plastics-71466/
199,Nylomatic,http://nylomatic.com/index.htm,"
 Nylomatic is a manufacturer of injection molded plastics and injection molded parts. We will manufacture custom plastic parts for your individual applications. We also custom design molds.","10 Headly Place,Fallsington,PA,19054",800-523-6514,https://www.iqsdirectory.com/profile/nylomatic-62824/
200,"Ohio Precision Molding, Inc.",http://www.ohioprecisionmolding.com,"
 Ohio Precision is a full-service custom injection molding shop that provides competitive pricing and experience. We have experience in running engineered resins. At present, we are working with the electrical, home and garden and transportation industries.",",Barberton,OH,44203",330-745-9393,https://www.iqsdirectory.com/profile/ohio-precision-molding-62880/
201,"Olan Plastics, Inc.",https://www.olanplastics.com/,"
 Olan Plastics is a manufacturer of injection molded plastic, insert molded plastic and thermo-rubber injection molded products. Prototyping is available. We are experienced in using a variety of thermoplastics such as ABS, polycarbonate, polyethylene, polypropylene, polystyrene and PVC and Santoprene.",",Canal Winchester,OH,43110",888-803-4645,https://www.iqsdirectory.com/profile/olan-plastics-62893/
202,"Osborne Industries, Inc.",https://www.osborneindustries.com,"
 Since our beginning in 1973, Osborne Industries has grown to become a plastic molding company occupying 242,000 sq.-ft of manufacturing, warehouse, and office space in Osborne, Kansas. Our products can be found in more than 30 different countries, and we have offices in the United Kingdom and China to provide warehousing and product support to our worldwide customers. Our associates work as a team with pride in workmanship and experience in production, administration, engineering, and marketing.","120 N. Industrial Ave.,Osborne,KS,67473",800-255-0316,https://www.iqsdirectory.com/profile/osborne-67878/
203,Pacific Plastics Injection Molding,https://www.pacificplastic.com/,"
 Pacific Plastics is a single-source supplier providing design, molds and injection molding, as well as high-quality, custom plastic molded parts with associated tooling, design and product development. Our primary markets include electronics, biomedical, consumer products, and other industrial segments. Our goals have always been to provide service and value by exceeding our customers requirements on the promised schedule, all at a reasonable price. We are ISO 9001:2015 Certified. To learn more about our capabilities, contact Pacific today!","1333 Keystone Way,Vista,CA,92081",760-598-5333,https://www.iqsdirectory.com/profile/pacific-plastics-injection-molding-63058/
204,"Packateers, Inc.",http://www.packateers.com/,"
 Packateers was formed in 1963 as a blow molded and extruded plastic products engineering and sales firm, but over the years we have expanded and improved our manufacturing capabilities. Today we have incorporated vacuum forming, blow molding, and injection molding processes and offer a diverse range of plastic products including  plastic cases , plastic bags, plastic packaging, and plastic displays. We have developed a multitude of quality, stock plastic products but also open our doors to customers with special requirements and custom products. Some of our most popular products are our diverse offering of stock and  custom cases . Many of our customers can find exactly what they need in our large stock of standard cases. Our stock blow molded cases can accommodate most applications with cases ranging from slim and narrow cases to large 27” by 16” cases. To enhance our product diversity further, we also offer numerous stock vacuum formed cases which can serve light weight to heavy duty carrying case applications. We also offer our blow molding, vacuum forming, injection molding, and  ATA case  fabricating services to custom manufacture a case that perfectly serves your applications.","819 Shadow Farm Rd.,West Chester,PA,19380",610-436-4750,https://www.iqsdirectory.com/profile/packateers-63085/
205,PAM Trading Corporation,http://www.paminjectionmolding.com,"
 PAM Injection Molding is a full service supplier of custom injection molding services to the appliance, automotive, consumer products, electronics, furniture and powertool markets. PAM Injection Molding provides all the services you demand, from design to production including first-class facilities, outstanding, high-tolerance product performance, and reduced manufacturing cost.","1135 Old Greensboro Road,Kernersville,NC,27284",336-668-0901,https://www.iqsdirectory.com/profile/pam-trading-74154/
206,Par 4 Plastics,http://www.par4plastics.com,"
 Established in 1990, Par 4 Plastics is built upon a foundation of continuous improvement, teamwork and attention to detail. As a custom injection molder, we serve a wide variety of industries including automotive, electronics, sporting goods, packaging, and construction. We are commited to being genuine partners with our customers through our dedication to quality and efficient response.","351 Industrial Drive,Marion,KY,42064",270-965-9141,https://www.iqsdirectory.com/profile/par-4-plastics-74184/
207,"PartsBridge Associate, Inc.",http://www.partsbridgeassociate.com,"
 Outsourcing with PBA, the leading full-service manufacturer and supplier of rubber, plastic, metal, composite components and assembly for OEM industry, can cut your production costs and get your products to market faster, while insuring high quality and reliability.","640 Belle Terre Road Building A,Port Jefferson Station,NY,11777",631-473-7007,https://www.iqsdirectory.com/profile/partsbridge-associate-63203/
208,"PDQ South, Inc.",http://www.pdqsouth.com,"
 Our name says it all – Pride. Determination. Quality. At PDQ South Technologies, we live by these words and practice these features in all that we do. Our specialties encompass contract manufacturing, custom injection molding including mold making, design, and repair, as well as CNC machining and all general tool shop functions. With over 42 years in the business, we have evolved with the technology and practices of the injection molding and machining industries to remain cutting edge.","PO BOX 549,Pageland,SC,29728",843-672-3582,https://www.iqsdirectory.com/profile/pdq-south-63249/
209,"Pereles Bros., Inc.",http://www.pereles.com,"
 Trust the innovative leader since 1925 in plastic injection molding. Pereles Bros. is an ISO 9001:2000 certified company committed to exceeding OEM expectations for superior custom injection molded components utilizing insert molding, two-shot molding, two-color molding, over molding processes & encapsulation. We depend on our customers, therefore we strive for quality service to our customers.","5840 North 60th Street,Milwaukee,WI,53218",414-463-1000,https://www.iqsdirectory.com/profile/pereles-bros-72019/
210,Piller Aimmco,https://pilleraimmco.com/,"
 Piller Aimmco provides plastic injection molding services, including part design and production, material selection, mold production, pad printing, ultrasonic welding and packaging. We turn your ideas into reality.","1665 Schurman Way,Woodland,WA,98674",360-835-2103,https://www.iqsdirectory.com/profile/piller-aimmco-54312/
211,"Plastic Design International, Inc.",https://www.plasticdesign.com/,"
 Since 1977, Plastic Design International has made molded plastic products. Our injection molding center takes you from concept to final plastic molding. Capabilities include over molding, insert molding & injection molding. ISO certified, we meet all supply requirements with our JIT inventory system. We evaluate the needs of each individual customer in order to serve you the best way that we can.","111 Industrial Park Road,Middletown,CT,06457",860-632-2001,https://www.iqsdirectory.com/profile/plastic-design-71836/
212,Plastic Enterprises Inc.,http://www.plastic-enterprises.com,"
 Plastic Enterprises has custom plastic injection molding specialties. We provide design assistance and do the production and packaging. The materials molded by us include ABS, HIPS, Nylon, PE, PP, PVC, PVDF and TPE. We have over 40 years of experience in the injection molded plastics business. ",",Elyria,OH,44035",440-324-3240,https://www.iqsdirectory.com/profile/plastic-enterprises-63515/
213,"Plastic Molded Concepts, Inc.",https://www.pmcplastics.com,"
 At Plastic Molded Concepts, all our products are made in the USA and with over 35 years of experience, we are an ISO 9001:2008 certified company. Precision plastic molding & contract manufacturing are only two of our many capabilities. From the smallest of parts to component packaging, we are serving aerospace, electronics, defense, medical and filtration device components markets. Get in touch with PMC for your plastic injection molding service needs.","111 Murphy Drive,Eagle,WI,53119",262-594-5050,https://www.iqsdirectory.com/profile/plastic-molded-concepts-63521/
214,"Plastic Molding Technology, Inc.",http://www.pmtinc.com,"
 Plastic Molding Technology provides custom injection molded plastics and insert molded products. Some of the industries we have served include automotive, consumer appliance, electronic and medical. Our most commonly used thermoplastic engineering plastics include ABS, LCP, polyamides, SAN and TPR.",",El Paso,TX,79936",915-593-6922,https://www.iqsdirectory.com/profile/plastic-molding-technology-63523/
215,"Plastikon Industries, Inc.",http://www.plastikon.com/index.html,"
 Over 25 yrs ago, Plastikon was established with the goal to be recognized as a world-leading plastic and contract manufacturer. Today Plastikon has the capability to do: engineering and pre-production, vacuum molding, state-of-the-art manufacturing machinery, process control and quality inspection, secondary operations and quality-controlled assembly through final packaging and delivery.","688 Sandoval Way,Hayward,CA,94544",510-400-1010,https://www.iqsdirectory.com/profile/plastikon-74022/
216,"Port Erie Plastics, Inc.",http://www.porterie.com/index.html,"
 Port Erie Plastics is a leading manufacturer of SKIDMARX® plastic pallets, economical enough to use for one-way shipping. Our blow-molded plastic pallets are also durable enough to last in a closed loop, and are lightweight and easy to handle. Call us today for more information!","909 Troupe Road,Harborcreek,PA,16421",814-899-7602,https://www.iqsdirectory.com/profile/port-erie-plastics-63647/
217,Precise Tool & Mold Co.,https://www.precisiontoolmoldinc.com/,"
 Since 1972, Precise Tool & Mold has been a leading manufacturer of high-quality injection molded plastics and insert molded plastics. At Precise Tool & Mold, we use all thermoplastic resins in serving the consumer products, electrical, industrial packaging and medical industries.",",Middlesex,NJ,08846",732-469-3062,https://www.iqsdirectory.com/profile/precise-tool-and-mold-63726/
218,"Precision Plastics, Inc.",https://www.pplastic.com/,"
 After 50 years, ISO 9001:2000 certified Precision Plastics continues to manufacture precision injection molded thermo-plastic products of the highest quality and durability. We excel at meeting your custom injection molding demands. We are highly skilled molders of all types of thermal plastics.","900 West Connexion Way,Columbia City,IN,46725",260-244-6114,https://www.iqsdirectory.com/profile/precision-plastics-63785/
219,Precision Tool & Mold Inc.,https://www.precisiontoolmoldinc.com/,"
 Precision Tool & Mold provides plastic injection molding and mold building.  We are an ISO 9000-compliant company also offering hole popping, EDM, wire EDM, CNC milling and lathe production machining, aluminum prototype molds and more.","12050 44th Street N,Clearwater,FL,33762",727-573-4441,https://www.iqsdirectory.com/profile/precision-tool-and-mold-63810/
220,"Prism Plastics Products, Inc.",http://www.prismplasticsinc.com,"
 Prism Plastics, Inc. is an ISO 9001:2008 Certified custom plastic injection molding company located in New Richmond, WI. We have become the go to molder for custom products, including high tech tight tolerance medical, consumer electronic & security components, to recreational vehicle parts for some of the most popular ATV and snowmobile manufacturers in the industry today.","1544 Highway 65,New Richmond,WI,54017",877-246-7535,https://www.iqsdirectory.com/profile/prism-plastics-products-74167/
221,"Prism Plastics, Inc.",http://www.prismplastics.com,"
 We specialize in custom injection molded plastics and complex molded plastics. The materials with which we've had experience are outlined on our website. We have almost 20 years of experience in mold design. Prism Plastics, Inc. has been in business since 1999.","52111 Sierra Drive,Chesterfield,MI,48047",(810)292-6300,https://www.iqsdirectory.com/profile/prism-plastics-65893/
222,"Prototype & Plastic Mold Company, Inc.",http://www.proppm.com,"
 For injection plastic molding, Prototype & Plastic Mold Company offers precision plastic injection molding with a focus on difficult to mold items. Since 1968, we have evolved into a preferred supplier of injection molded products. A short - medium run molder, our molding machines can mold from a choice of plastic resins. Techniques include insert molding, overmolding, & plastic injection molding.","35 Industrial Park Pl.,Middletown,CT,06457",860-632-2800,https://www.iqsdirectory.com/profile/prototype-and-plastic-mold-72468/
223,PTA Plastics,https://www.ptaplastics.com/,"
 We are PTA Plastics, and we have a long-standing reputation for bringing cost-effective solutions to the injection molded plastics industry. Since 1953, we have provided products from concept to completion both faster and more cost-effectively than the competition. We are a private company, but we are also one of the world leaders in the injection molding world. We use state of the art technology and an outstanding staff to ensure we always meet the needs of our customers. You can find out more when you visit our website, or you can give us a call for additional details today!","1339 Continental Drive,Longmont,CO,80503",303-652-2500,https://www.iqsdirectory.com/profile/pta-plastics-64034/
224,Qosmedix,https://www.qosmedix.com/,"
 Qosmedix is a leading supplier of high quality merchandise for the cosmetic, spa and salon industries. We are built on the foundation of providing products of superior value for all sampling, packaging, private label, and retail needs. Our items are designed to meet today's health concerns by promoting cleanliness and hygiene. We maintain an extensive inventory of over a thousand different stock items within our 95,000-square foot climate-controlled facility.","2002-Q Orville Drive North,Ronkonkoma,NY,11779",(631)242-3270,https://www.iqsdirectory.com/profile/qosmedix-77621/
225,"Quality Innovations, LLC",http://www.quality-innovations.com,"
 Quality Innovations LLC is your technology resource for design assistance, injection molding, rapid prototypes, machined plastic and metals, plastic and rubber die-cutting, and compression rubber molding. Quality Innovations LLC provides exceptional mold making through the use of state-of-the-art machinery and equipment. Let skilled US mold makers develop the mold just right for you.","14 Autumn Street,Windham,NH,03087",800-253-2041,https://www.iqsdirectory.com/profile/quality-innovations-74168/
226,Qure Medical,http://qure-med.com,"
 Qure Medical focuses on the health care industry by utilizing the latest silicone and rubber molding technologies as well as high speed precision silicone extrusion to produce syringe stoppers, catheters, mats, ports, seals, tubing, and valves using medical grade materials.","1700 Highland Road,Twinsburg,OH,44087",330-888-9840,https://www.iqsdirectory.com/profile/qure-medical-61830/
227,R-G-T Plastics,http://www.rgt-plastics.com,"
 With over 50 years of experience, R-G-T Plastics provides injection molding and insert molding for cosmetic and structural components with close tolerances, horizontal molding and various material systems. R-G-T serves the fire/rescue, automotive (fuel assemblies, lighting components, gears), military (guided missile components) and residential/commercial lighting (automated bulb mfg components).","600 Penn Street,Linesville,PA,16424",814-683-2161,https://www.iqsdirectory.com/profile/r-g-t-plastics-75202/
228,"Rao Designs International, Inc.",http://www.raodesign.com/clean_rooms.htm,"
 We Consult, Design, Configure, Ship, Construct and Warranty Industry Standard Clean Rooms, using the strictest Federal 20gE guidelines.  Our clean rooms are used for: Electronics, Pharmaceutics, Micro Mechanics, Circuit Elements, Research, Food Technology, Medicine, Genetic Engineering and Laboratory Engineering.","9451 Ainslie,Schiller Park,IL,60176",847-671-6182,https://www.iqsdirectory.com/profile/rao-designs-73443/
229,RGL Sales and Marketing Inc.,http://www.rglsales.com/,"
 Here at RGL Sales, we are Number One Source for all plastic processor needs CLEAN PLAST® purge compound, RJG cavity pressure control,  ITC mold controllers, cables, screws, tips, barrels, Riverdale liquid color and additives. Please contact us for more information!","PO Box 1503,Noblesville,IN,46061",317-770-3680,https://www.iqsdirectory.com/profile/rgl-sales-and-marketing-78030/
230,Richardson Molding,http://richardsonmolding.com,"
 For over 137 years, Richardson Molding has driven innovation for every customer we’ve served. From the very first energy storage devices constructed of wood, to the implementation of vulcanized rubber containers, to today’s challenging applications in Injection Molded Thermoplastics, we have been the leader in adapting technology to revolutionize the industries we serve. Let our spirit of innovation and our relentless pursuit of continuous improvement create value for your products.","2405 Norcross Drive,Columbus,IN,47201",812-342-0139,https://www.iqsdirectory.com/profile/richardson-molding-78240/
231,Rochling Industrial,https://www.roechling.com/industrial/,"
 Roechling Advent Tool & Mold is much more than just an injection molding company. We are a forward thinking, technology driven manufacturer of plastic solutions. We want to partner with you to take your ideas from concept to final product, and with experienced personnel, in-house mold making tools, and extensive injection molding capabilities, we have the expertise and capacity to provide you with the quality plastic products you need.","999 Ridgeway Ave.,Rochester,NY,14615",585-254-2000,https://www.iqsdirectory.com/profile/rochling-industrial-72360/
232,Scepter Corporation,https://www.scepter.com/,"
 At Scepter, we specialize in designing and manufacturing unique moulded plastic products to meet the needs of our customers around the world. We have a proud history as innovators in our industry. For example, we designed and manufactured the first plastic dairy cases and the first curbside recycling containers.","170 Midwest Road,Scarborough,ON,M1P 3A9",800-387-6018,https://www.iqsdirectory.com/profile/scepter-72615/
233,"Seal Science, Inc.",http://sealscience.com/,"
 Seal Science, Inc. (SSI) is an industry leader in design engineering and precision manufacturing of materials and components for critical sealing applications and advanced technology systems. SSI provides cutting edge technological solutions for mechanical and electrical systems; including structural subsystem design, signature management and electromechanical interference (EMI) shielding products. SSI has proudly supported the United States Government and its Prime Aerospace and Defense subcontractors for over 30 years in addition to end users in the semiconductor, medical, and industrial industries.","1160 Win Dr.,Bethlehem,PA,18017",800-576-7325,https://www.iqsdirectory.com/profile/seal-science-78079/
234,"Smart Sourcing, Inc.",http://www.smart-sourcing.com,"
 Initially, Smart Sourcing, Inc. helped other injection-molding manufacturers source products from China. Soon after developing our core vendor base, we began assisting OEMs with metal and electronic parts and eventually produced full turn-key products. We pride ourselves on the service that we offer whether it is manufacturing engineering, supply chain management, or customer advocacy in China. We are more than just a supplier and view all of our clients as long term partners in success.","320 BROAD HOLLOW RD,Farmingdale,NY,11735",888-235-0500,https://www.iqsdirectory.com/profile/smart-sourcing-77777/
235,Smith & Wesson Precision Components,http://www.swpc.com,"
 Smith & Wesson is a leader in the firearms industry and has been for over 150 years. You can have the same high standard quality applied to all your manufacturing needs. Smith & Wesson Precision Components provides a wide range of services from plastic injection molding and forging, to heat treating and finishing. Our plastic molding capabilities include over 50 presses ranging from 28T-730T as well a stocking over 400 resins. Our forging division works with carbon, stainless and alloy steel, aluminum and scandium as well as both drop and press forging. Both divisions offer an array of secondary services which makes SWPC your single-source for every manufacturing need you require. From prototype to production, SWPC is your partner beginning to finish. Visit our website to see what SWPC can do for you. ","12 Bridge St.,Deep River,CT,06417",860-876-3780,https://www.iqsdirectory.com/profile/smith-and-wesson-precision-components-65192/
236,Southwest Plastics Company,https://www.southwestplastics.com/,"
 A trusted source for superior injection molding, compression molding and transfer molding with 45 years of molding experience and ISO 9001:2000 certification. We offer both Thermoset & Thermoplastic injection molding. Custom precision molded plastic components of all sizes for customers of all sizes.",",Glendora,CA,91741",626-963-6919,https://www.iqsdirectory.com/profile/southwest-plastics-71465/
237,"Stack Plastics, Inc.",https://www.stackplastics.com/,"
 We produce custom injection molded thermoplastics, insert molded plastics and more from elastomers and other resins. We'll take your project from concept to production. Thus far, we've produced products for the communication, computer, medical and novelties industries plus R & D markets. ISO 9001:2000.",",Menlo Park,CA,94025",650-361-8600,https://www.iqsdirectory.com/profile/stack-plastics-65476/
238,"Stern Industries, Inc.",http://www.sternindustries.com,"
 Stern Industries specializes in quality rubber and plastic molded products designed to meet our customer's specified requirements. We introduce producers of polymer based products to new/existing technologies through a diversified supply base. This is accomplished by strong supplier and customer relationships. Services include: injection molding, rotational molding, extrusion and thermoforming.","7756 College Road,Baxter,MN,56425",888-828-1020,https://www.iqsdirectory.com/profile/stern-74173/
239,Sturgis Molded Products,https://www.smpco.com/,"
 Sturgis Molded Products (SMP) is your innovative partner in plastic injection molding since 1966. We use the latest technologies in scientific molding (RJG) and our in-house services include tool design, production and prototype tool building, engineering and full product launch support. Highly intricate medical components, precise part design for the automotive industry and our expertise in tight tolerance, intricate tooling and precision molding makes SMP your one-stop total molding solutions. Call today for more information.","1950 Clark Street,Sturgis,MI,49091",269-651-9381,https://www.iqsdirectory.com/profile/sturgis-molded-products-73760/
240,Sur-Form Corporation/ Big 3,http://www.sur-form.com,"
 Sur-Form Corporation, now an ISO 9001:2000 and ISO 14001:1996 certified company, was founded as a subsidiary of Sur-Flo Plastics & Engineering, Inc. to provide services focused on meeting the needs of the material handling industry. Providing experience and expertise in thermoforming and injection molding in order to assist you in improving your organization's plastic needs and cost efficiency.","18401 Malyn,Fraser,MI,48026",618-533-3251,https://www.iqsdirectory.com/profile/sur-form-big-3-74224/
241,Syntech Development & Mfg. Co.,http://www.sdm-plastics.com/,"
 Founded in January 1994, SDM has evolved to become a full service supplier of injection molding services of thermoplastic and elastomeric materials. Since its inception, SDM has continued to expand and add new services, while continuing in quality and service alike.","13948 Mountain Avenue,Chino,CA,91710",909-465-5554,https://www.iqsdirectory.com/profile/syntech-development-and-mfg-74155/
242,TASUS Corporation,http://www.tasus.com,"
 TASUS Corporation is a leader in the manufacture of plastic components and systems for the automotive, transportation and communication markets. We offer and utilize extensive resources to ensure cost-effective, on-time product launches. Our extensive experience and built-in culture of continuous improvement provides our customers with innovative solutions to complex challenges in part design, function, material selection, tooling and manufacturing process. We are committed to deliver high quality parts, on time, at competitive prices. Our manufacturing facilities are ISO registered.","300 N. Daniels Way,Bloomington,IN,47404",812-333-6500,https://www.iqsdirectory.com/profile/tasus-76025/
243,Texas Injection Molding LLC,https://texasinjectionmolding.com/,"
 To-the-point motto, “We Mold. You Market.” Many capabilities—custom plastic injection molding, long or short run plastic injection, insert molded plastics, large or small injection molded parts, existing or new molds, FDA- or UL-certified materials, JIT production. Most importantly, quality and value.","8820 Frey Rd,Houston,TX,77584",281-489-4292,https://www.iqsdirectory.com/profile/texas-injection-molding-68964/
244,The Lakone Company,https://www.lakoneco.com/,"
 Manufacturing the highest quality injection molded components since 1944, The Lakone Company is a financially strong ISO 9001:2000 family owned business dedicated to superior injection molding processes & products. With unmatched service, we can take your project from concept to production, from tool design & mold making to JIT & stocking programs for better parts at lower costs! Thermoplastic products for a wide range of industries -- automotive, railroad, military, lawn & garden, electronics, industrial & consumer, lens & assemblies -- choosing the best resin for the job!","1003 Aucutt Road,Montgomery,IL,60538",630-892-4251,https://www.iqsdirectory.com/profile/the-lakone-73632/
245,The Rodon Group,https://www.rodongroup.com/,"
 The Rodon Group is an ISO 9001:2015 certified, high-volume, custom plastic injection molder. We offer a turnkey and innovative manufacturing solution including mold design, mold building, and high-volume parts manufacturing. Our globally competitive prices eliminate the risks of sourcing offshore. With over 118 plastic injection molding presses, The Rodon Group is one of the largest family-owned and operated injection molders in the United States. We serve a diverse group of industries including consumer products, windows and doors, medical and pharmaceutical, construction and food and beverage.","2800 STERLING DR,Hatfield,PA,19440",800-523-8792,https://www.iqsdirectory.com/profile/the-rodon-group-77769/
246,Thogus Products Company,https://www.thogus.com/,"
 Thogus Products has custom and proprietary plastic injection molding specialties. Using nylon, polyethylene, polypropylene and other resins, we have served several industries—automotive, electronics, food and beverage, garden, HVAC, lawn, medical and more. We also offer engineered thermoplastics.","33490 Pin Oak Parkway,Avon Lake,OH,44012",866-933-8850,https://www.iqsdirectory.com/profile/thogus-products-66341/
247,TomKen Plastic Technologies,http://www.tomkenplastics.com,"
 At TomKen Plastics Technologies, Inc., providing top quality products and services is more than a philosophy, it’s the way we’ve done business since 1960. TomKen’s staff combines experience, skill and a solid commitment to quality. We are your full-service company for production injection molding, engineering, prototype and production tooling, mold sampling, and part validation. We have a long history of serving the injection molding market and understand critical requirements of our customers.","4601 N SUPERIOR DR,Munice,IN,47303",800-382-2472,https://www.iqsdirectory.com/profile/tomken-plastic-technologies-77771/
248,Tri-Delta Plastics,https://www.tmdinc.com/,"
 Customers have trusted this integrated injection stretch blow molding company for 2 decades as a total packaging solution. With 100's of years of combined experience, highly efficient proprietary equipment & many patents, Tri-Delta tackles difficult packaging demands & offers unique designs, custom molds & an impressive stock container, cap & closure line, including HDPE, Poly Pro & PET bottles.","208 Cougar Court,Hillsborough,NJ,08844",419-470-3950,https://www.iqsdirectory.com/profile/tri-delta-plastics-72732/
249,"Unit Industries Group, Inc.",http://www.unitindustriesgroup.com,"
 For over 3 decades, Unit Industries Group, Inc. has been making plastic injection molds. Our injection molded parts are used in the electronic component & medical device industries. From small to high volume orders, our plastic molders are adaptable. Our plastic molded devices meet exacting requirements.","3122 South Maple Stree,Santa Ana,CA,92707",(714)751-7084,https://www.iqsdirectory.com/profile/unit-group-70461/
250,United Technical Products,http://utpmolding.com/,"
 United Technical Products is a manufacturer of injection molded plastics such as bobbins, components and headers. We can custom engineer and mold for you. Our engineering department gives advice about material selection, modifications to product, and improvement to the design.","10349 Franklin Ave,Franklin Park,IL,60131",847-671-0060,https://www.iqsdirectory.com/profile/united-technical-products-66889/
251,"United Universal Industries, Inc.",https://www.uniteduniversal.com,"
 United Universal Industries, Inc. proficiently manufactures any type of electric cord to meet the unique needs of our customers. Our teams can handle the most complex delivery requirements and our high quality solutions are pre-tested to guarantee longevity. United Universal Industries, Inc. is recognized for our ability to quickly create prototypes and perform any in-house modifications. We support our customers long after the sale and we can manufacture electric cords in a full spectrum of international styles.Our teams utilize a variety of station rotary IPC molding machines where we can produce 25,000,000 pieces per year in one daily 8 hour shift. Our 10,000 square foot facility also houses coiling, de-reeling, hanking, typing, hot stamping, labeling, wire stripping, barcoding equipment and much more. Our company offers a full range of services from our machine shop including: surface grinding, end milling, lathing, welding and more. All of the products manufactured by United Universal Industries, Inc. are quality control and comply with UL/CSA standards. Our company only manufactures the best products which is why we only utilize the highest quality resources.Our company uses state-of-the-art inventory control technology which shortens lead times on all requests. United Universal Industries, Inc. carries a variety of wire, cables, terminals, connectors and other materials which are equipped with several benefits. Our engineers at United Universal Industries, Inc. work hard to exceed the expectations of our customers while providing uncompromising solutions at a very affordable rate. For those interested in more information regarding the products and services provided by United Universal Industries, Inc. please visit our website or give one of our representatives a call!","20620 Burl Court,Joliet,IL,60433",800-683-7228,https://www.iqsdirectory.com/profile/united-universal-66893/
252,"Universal Plastic Mold, Inc.",https://www.upminc.com/,"
 We use glass-filled materials as well as engineered and commodity resins. We've made products for various industries—automotive, consumer products, containers, electronics, lawn and garden, outdoor furniture, pharmaceutical and more. We also are ISO 9002 registered—contact us today!",",Baldwin Park,CA,91706",626-962-4001,https://www.iqsdirectory.com/profile/universal-plastic-mold-66916/
